"original_disk_num";"patch_disk_num";"i_disks_script_disk";"script_num";"original_basic_line";"patch_basic_line";"original_string_num";"patch_string_num";"japanese_text";"patch_source_text";"english_text";"disk_mapping_status";"match_status";"match_method";"match_reason";"linked_original_key";"linked_patch_key"
"disk36";"disk36";"disk36";"NO73";"1260";"1260";"15";"15";"フロオス「そうはいかない。暗黒の星が近づいた今、北の王は魔王の血を断つために、お前を殺そうとしている。避ける事のできない運命の戦いはすでに始まっているのだ」";"フロオス「そうはいかない。暗黒の星が近づいた今、北の王は魔王の血を断つために、お前を殺そうとしている。避ける事のできない運命の戦いはすでに始まっているのだ」";"Hroth: That... will not do. The King of the North will hunt you down and kill you in order to sever the bloodline of the Devil King. You cannot withdraw, for the fated battle has already begun.";"same_disk";"matched_translated";"source_sequence_alignment";"exact_source_and_coordinates";"disk36/NO73/1260/15";"disk36/NO73/1260/15"
"disk36";"disk36";"disk36";"NO73";"1270";"1270";"16";"16";"デビッド「その為にお前は俺に悪夢や幻想を見せつけたのだな？　遥か古代の復讐をとげる為に、俺に人殺しをしろと言うのか！」";"デビッド「その為にお前は俺に悪夢や幻想を見せつけたのだな？　遥か古代の復讐をとげる為に、俺に人殺しをしろと言うのか！」";"David: So you're behind the nightmares, the visions I've been having? I'm not going to become a murderer for the sake of a grudge from a time long past!";"same_disk";"matched_translated";"source_sequence_alignment";"exact_source_and_coordinates";"disk36/NO73/1270/16";"disk36/NO73/1270/16"
"disk36";"disk36";"disk36";"NO73";"1280";"1280";"17";"17";"フロオス「魔王の血は、すでに暗黒の星のエネルギ−を受けお前に現れている。デビッド！　お前は定められた運命に従うしかないのだ！」";"フロオス「魔王の血は、すでに暗黒の星のエネルギ－を受けお前に現れている。デビッド！　お前は定められた運命に従うしかないのだ！」";"Hroth: The power of the Devil King is already manifesting itself in you, due to the influence of the star of darkness. You have no other choice, David! You MUST follow your destiny!";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1280/17";"disk36/NO73/1280/17"
"disk36";"disk36";"disk36";"NO73";"1290";"1290";"18";"18";"デビッド「俺に魔王の力が現れているだと？　そんな馬鹿な・・・俺は魔王の力など知るものか！」";"デビッド「俺に魔王の力が現れているだと？　そんな馬鹿な・・・俺は魔王の力など知るものか！」";"David: What do you mean, the power is manifesting in me? You're insane! I know nothing about this Devil King business! NOTHING!!";"same_disk";"matched_translated";"source_sequence_alignment";"exact_source_and_coordinates";"disk36/NO73/1290/18";"disk36/NO73/1290/18"
"disk36";"disk36";"disk36";"NO73";"1300";"1300";"19";"19";"スシャ−ナはデビッドの声で眼を覚ましていた。";"スシャ－ナはデビッドの声で眼を覚ましていた。";"Susanna was awakened by David's outburst.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1300/19";"disk36/NO73/1300/19"
"disk36";"disk36";"disk36";"NO73";"1500";"1500";"20";"20";"スシャ−ナ「どうしたのデビッド！　誰と話しているの！？」";"スシャ－ナ「どうしたのデビッド！　誰と話しているの！？」";"Susanna: David, what's wrong?! Who are you talking to?!";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1500/20";"disk36/NO73/1500/20"
"disk36";"disk36";"disk36";"NO73";"1510";"1510";"21";"21";"スシャ−ナの声でデビッドは、我に戻った。フロオス王の声も感じなくなっていた。";"スシャ－ナの声でデビッドは、我に戻った。フロオス王の声も感じなくなっていた。";"Her voice brought him back to his senses. He could no longer hear the voice of King Hroth.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1510/21";"disk36/NO73/1510/21"
"disk36";"disk36";"disk36";"NO73";"1520";"1520";"22";"22";"スシャ−ナ「汗びっしょりよ。また悪夢を見たのね・・・」";"スシャ－ナ「汗びっしょりよ。また悪夢を見たのね・・・」";"Susanna: You're sweating like crazy! Did you have a nightmare?";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1520/22";"disk36/NO73/1520/22"
"disk36";"disk36";"disk36";"NO73";"1530";"1530";"23";"23";"デビッド「悪夢でも幻想でもない。フロオス王の声が話かけてきたんだ。俺が魔王の血を受け継ぐ者で、接近してきた暗黒の星の影響を受けて、魔王の力が現れていると言うんだ」";"デビッド「悪夢でも幻想でもない。フロオス王の声が話かけてきたんだ。俺が魔王の血を受け継ぐ者で、接近してきた暗黒の星の影響を受けて、魔王の力が現れていると言うんだ」";"David: It was neither a nightmare nor a vision. It was King Hroth—I heard his voice. He told me that I've inherited the blood of the Devil King, and that I'm manifesting his power because the star of darkness is near. ";"same_disk";"matched_translated";"source_sequence_alignment";"exact_source_and_coordinates";"disk36/NO73/1530/23";"disk36/NO73/1530/23"
"disk36";"disk36";"disk36";"NO73";"1540";"1540";"24";"24";"スシャ−ナ「フロオス王が？・・・私には何も聞こえなかったけど・・・デビッドが血を受け継ぐ者と言ったの？」";"スシャ－ナ「フロオス王が？・・・私には何も聞こえなかったけど・・・デビッドが血を受け継ぐ者と言ったの？」";"Susanna: King Hroth, you say? I didn't hear anyone... And he said you're one of his descendants?";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1540/24";"disk36/NO73/1540/24"
"disk36";"disk36";"disk36";"NO73";"1550";"1550";"25";"25";"デビッド「北の一族の血を見る事で、俺に受け継がれた魔王の血がよみがえるから、北の王の血を断てと・・・でも北の王の血を継ぐ相手は人間だよ。俺は人殺しなど出来ないよ」";"デビッド「北の一族の血を見る事で、俺に受け継がれた魔王の血がよみがえるから、北の王の血を断てと・・・でも北の王の血を継ぐ相手は人間だよ。俺は人殺しなど出来ないよ」";"David: He said that I must lay my eyes on the blood of the northern tribes, awaken as the Devil King, and sever the blood of the King of the North... I don't know who that is, but he must be a man. I'm not a murderer.";"same_disk";"matched_translated";"source_sequence_alignment";"exact_source_and_coordinates";"disk36/NO73/1550/25";"disk36/NO73/1550/25"
"disk36";"disk36";"disk36";"NO73";"1560";"1560";"26";"26";"スシャ−ナ「暗黒の星といったら、フロオス王が魔王になると誓った星よ。フロオス王は、北の王がどこにいるのか言ってなかった？」";"スシャ－ナ「暗黒の星といったら、フロオス王が魔王になると誓った星よ。フロオス王は、北の王がどこにいるのか言ってなかった？」";"Susanna: The star of darkness... That's the star upon which King Hroth swore to return as the Devil King. Did he say anything about where to find the King of the North?";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1560/26";"disk36/NO73/1560/26"
"disk36";"disk36";"disk36";"NO73";"1570";"1570";"27";"27";"デビッド「いや何も・・・ただ俺に魔王の力が現れてきたから、北の一族が俺を殺しに来ると言っていた。スシャ−ナ、もしこれが本当なら旅行は中止にしよう」";"デビッド「いや何も・・・ただ俺に魔王の力が現れてきたから、北の一族が俺を殺しに来ると言っていた。スシャ－ナ、もしこれが本当なら旅行は中止にしよう」";"David: No, nothing about it. He only said that, because I've already manifested the power of the Devil King, the northern tribes will come to kill me. Maybe we should cancel our trip...";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1570/27";"disk36/NO73/1570/27"
"disk36";"disk36";"disk36";"NO73";"1580";"1580";"28";"28";"スシャ−ナ「中止って、今の話をすべて信じたの？」";"スシャ－ナ「中止って、今の話をすべて信じたの？」";"Susanna: Why? Do you think it might actually be true?";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1580/28";"disk36/NO73/1580/28"
"disk36";"disk36";"disk36";"NO73";"1590";"1590";"29";"29";"デビッド「スシャ−ナ、君にはまだ話してなかったが、今朝はやく起きたのは昼に人と会うためだったんだ。それも魔王についての話だった」";"デビッド「スシャ－ナ、君にはまだ話してなかったが、今朝はやく起きたのは昼に人と会うためだったんだ。それも魔王についての話だった」";"David: There's something I haven't told you... The reason I woke up early this morning was to meet someone... to talk about the Devil King.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1590/29";"disk36/NO73/1590/29"
"disk36";"disk36";"disk36";"NO73";"1600";"1600";"30";"30";"デビッドは手紙を受け取った時から、芸能記者のコ−ナ−と別れるまでの事をスシャ−ナに話したが、スシャ−ナに関する事は言えなかった。";"デビッドは手紙を受け取った時から、芸能記者のコ－ナ－と別れるまでの事をスシャ－ナに話したが、スシャ－ナに関する事は言えなかった。";"David told her about the letter he received and his meeting with Connors. He took care not to mention his accusations regarding Susanna.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1600/30";"disk36/NO73/1600/30"
"disk36";"disk36";"disk36";"NO73";"1610";"1610";"31";"31";"デビッド「コ−ナ−の話はでたらめ過ぎて、信用しろと言ってもできない。俺達しか知らない魔王とか、暗黒の星の言葉が出たのは話しが合いすぎると思わないか？」";"デビッド「コ－ナ－の話はでたらめ過ぎて、信用しろと言ってもできない。俺達しか知らない魔王とか、暗黒の星の言葉が出たのは話しが合いすぎると思わないか？」";"David: His story sounded like a load of crap at first, but only the two of us should know about the Devil King, or the star of darkness. How's that possible?";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1610/31";"disk36/NO73/1610/31"
"disk36";"disk36";"disk36";"NO73";"1620";"1620";"32";"32";"スシャ−ナ「コ−ナ−に話した人は、よほど地位の高い方のようだけど、デビッドを陥れて何か得になるのかしら？・・・もしも、その人が北の王だとしたら・・・」";"スシャ－ナ「コ－ナ－に話した人は、よほど地位の高い方のようだけど、デビッドを陥れて何か得になるのかしら？・・・もしも、その人が北の王だとしたら・・・」";"Susanna: We don't know who this mystery person Connors talked to is, other than he's someone important... What would they have to gain from tricking you? Could he be the King of the North...?";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1620/32";"disk36/NO73/1620/32"
"disk36";"disk36";"disk36";"NO73";"1630";"1630";"33";"33";"デビッド「北の王が俺を追いつめるために・・・そうか、北の王なら魔王や暗黒の星を知っていても不思議じゃないな・・・」";"デビッド「北の王が俺を追いつめるために・・・そうか、北の王なら魔王や暗黒の星を知っていても不思議じゃないな・・・」";"David: The King of the North... Yeah, he would know about the Devil King and the star of darkness...";"same_disk";"matched_translated";"source_sequence_alignment";"exact_source_and_coordinates";"disk36/NO73/1630/33";"disk36/NO73/1630/33"
"disk36";"disk36";"disk36";"NO73";"1640";"1640";"34";"34";"スシャ−ナ「私、一度コ−ナ−に会ってみるわ。もし週刊誌ににでも載せられたら、これからのコンサ−トにも影響がでるし、相手の顔も知っておく必要があるからね」";"スシャ－ナ「私、一度コ－ナ－に会ってみるわ。もし週刊誌ににでも載せられたら、これからのコンサ－トにも影響がでるし、相手の顔も知っておく必要があるからね」";"Susanna: I want to see him in person. If he does work for that weekly magazine, he might have an impact on our future concerts. I'd like to know who we're dealing with.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1640/34";"disk36/NO73/1640/34"
"disk36";"disk36";"disk36";"NO73";"1650";"1650";"35";"35";"デビッド「ちくしょう！　ようやく悪夢から開放されたと思ったら、これからはフロオス王の亡霊の声につきまとわれそうだ。せっかくの休暇がとんでもない事になったよ」";"デビッド「ちくしょう！　ようやく悪夢から開放されたと思ったら、これからはフロオス王の亡霊の声につきまとわれそうだ。せっかくの休暇がとんでもない事になったよ」";"David: Damn it! Just when I thought I was free from my nightmares, now I'm haunted by the ghost of King Hroth! Some vacation this is gonna be!";"same_disk";"matched_translated";"source_sequence_alignment";"exact_source_and_coordinates";"disk36/NO73/1650/35";"disk36/NO73/1650/35"
"disk36";"disk36";"disk36";"NO73";"1660";"1660";"36";"36";"スシャ−ナ「今までのデビッドが見てた夢は、ただの悪夢だと思っていたけど、フロオス王の話を聞いて夢が現実のように思えてきたわ。私、北の王の事を調べてみるわ」";"スシャ－ナ「今までのデビッドが見てた夢は、ただの悪夢だと思っていたけど、フロオス王の話を聞いて夢が現実のように思えてきたわ。私、北の王の事を調べてみるわ」";"Susanna: I used to think they were just nightmares, but after what King Hroth told you I'm starting to think they might be premonitions. I'm going to look into this King of the North.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1660/36";"disk36/NO73/1660/36"
"disk36";"disk36";"disk36";"NO73";"1670";"1670";"37";"37";"デビッドとスシャ−ナは、明け方近くまで話を続けた。翌日は昼過ぎにしか起きれなかった。";"デビッドとスシャ－ナは、明け方近くまで話を続けた。翌日は昼過ぎにしか起きれなかった。";"David and Susanna continued to talk until dawn. They only got up from bed in the early afternoon.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1670/37";"disk36/NO73/1670/37"
"disk36";"disk36";"disk36";"NO73";"1680";"1680";"38";"38";"スシャ−ナが芸能フラッシュに電話をすると、運よくコ−ナ−がでて、あのアリスの店で会う約束がとれた。";"スシャ－ナが芸能フラッシュに電話をすると、運よくコ－ナ－がでて、あのアリスの店で会う約束がとれた。";"Susanna called the offices of Flash. As luck would have it, Connors himself picked up. They agreed to meet up at Cafe Alice.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1680/38";"disk36/NO73/1680/38"
"disk36";"disk36";"disk36";"NO73";"1690";"1690";"39";"39";"デビッドとスシャ−ナがアリスの店に入ると、コ−ナ−は先に来て奥のテ−ブルに座っていた。";"デビッドとスシャ－ナがアリスの店に入ると、コ－ナ－は先に来て奥のテ－ブルに座っていた。";"When David and Susanna entered Cafe Alice, they found Connors sitting at a table.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1690/39";"disk36/NO73/1690/39"
"disk36";"disk36";"disk36";"NO73";"1700";"1700";"40";"40";"デビッドとスシャ−ナがコ−ナ−のテ−ブルに座ると、後から入って来たクラ−クとヴィンスが、デビッド達の近くのテ−ブルに座った。";"デビッドとスシャ－ナがコ－ナ－のテ－ブルに座ると、後から入って来たクラ－クとヴィンスが、デビッド達の近くのテ－ブルに座った。";"While they took a seat, Clark and Vince followed them inside, and sat at a nearby table.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1700/40";"disk36/NO73/1700/40"
"disk36";"disk36";"disk36";"NO73";"1710";"1710";"41";"41";"店に客が少なかったので、クラ−ク達にとってデビッド達の会話を盗聴するのは困難なようだ。";"店に客が少なかったので、クラ－ク達にとってデビッド達の会話を盗聴するのは困難なようだ。";"As there were not many customers, it was difficult for the detectives to eavesdrop on the conversation inconspicuously.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/1710/41";"disk36/NO73/1710/41"
"disk36";"disk36";"disk36";"NO73";"2000";"2000";"42";"42";"ヴィンス「所長、テ−ブルクロスが敷かれていて盗聴器を取り付ける事ができません。盗聴用の集音マイクで聞くしかないですね」";"ヴィンス「所長、テ－ブルクロスが敷かれていて盗聴器を取り付ける事ができません。盗聴用の集音マイクで聞くしかないですね」";"Vince: The danged tablecloth makes it impossible to stick a bug. We'll have to use the directional mic, Chief.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/2000/42";"disk36/NO73/2000/42"
"disk36";"disk36";"disk36";"NO73";"2010";"2010";"43";"43";"クラ−ク「集音マイクか・・・雑音が入るから聞きとりにくいが仕方がないか・・・」";"クラ－ク「集音マイクか・・・雑音が入るから聞きとりにくいが仕方がないか・・・」";"Clark: Harumph. Too much noise to hear anything clearly, but we'll have to make do...";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/2010/43";"disk36/NO73/2010/43"
"disk36";"disk36";"disk36";"NO73";"2015";"2015";"44";"44";"クラ−ク「それから君は見つからないように、あの男をカメラで撮ってくれ。俺はあいつをどこかで見た気がするんだが・・・探偵でもないし・・・誰だったかな？」";"クラ－ク「それから君は見つからないように、あの男をカメラで撮ってくれ。俺はあいつをどこかで見た気がするんだが・・・探偵でもないし・・・誰だったかな？」";"Clark: Take a pic of the guy before he notices us. I feel like I've seen him before... He's definitely not a detective...";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/2015/44";"disk36/NO73/2015/44"
"disk36";"disk36";"disk36";"NO73";"2020";"2020";"45";"45";"ヴィンス「スシャ−ナのテ−ブルが壁ぎわだから店内音楽が入って話が聞きとりにくくて・・・所長、あの男は芸能フラッシュの記者でコ−ナ−とか言ってますが・・・」";"ヴィンス「スシャ－ナのテ－ブルが壁ぎわだから店内音楽が入って話が聞きとりにくくて・・・所長、あの男は芸能フラッシュの記者でコ－ナ－とか言ってますが・・・」";"Vince: Their table's against the wall... Between that and the music I can barely catch anything... Oh, here's something, Chief. Sounds like he's one Connors, reporter from a gossip magazine called Flash.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/2020/45";"disk36/NO73/2020/45"
"disk36";"disk36";"disk36";"NO73";"2030";"2030";"46";"46";"クラ−ク「そうらしいが、思い出せないな・・・なに？　魔王？　デビッドが魔王に・・・デビッドの歌を聞くと観客が狂って殺人だと？・・・あの男は狂っているのか・・・？」";"クラ－ク「そうらしいが、思い出せないな・・・なに？　魔王？　デビッドが魔王に・・・デビッドの歌を聞くと観客が狂って殺人だと？・・・あの男は狂っているのか・・・？」";"Clark: He doesn't ring any bells... What? Devil King? David is the Devil King...? And his songs will cause people to lose their minds and kill people...
Well, sounds like someone lost his mind already.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/2030/46";"disk36/NO73/2030/46"
"disk36";"disk36";"disk36";"NO73";"2040";"2040";"47";"47";"ヴィンス「その事を記事にするようでスシャ−ナが怒っていますが、あの男はマジに言ってるようですね。しかし有名人になるといろんな事が起きて大変ですね」";"ヴィンス「その事を記事にするようでスシャ－ナが怒っていますが、あの男はマジに言ってるようですね。しかし有名人になるといろんな事が起きて大変ですね」";"Vince: Susanna's pissed. She doesn't want him to publish this crap, but he says he's serious. I guess fame attracts all sorts of loonies.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/2040/47";"disk36/NO73/2040/47"
"disk36";"disk36";"disk36";"NO73";"2050";"2050";"48";"48";"クラ−ク「スシャ−ナは情報を流した奴を聞きだそうとしているが、あの男は口を割らないな。しかしスシャ−ナはくだらぬ話なんか信じて、なぜあんなにしつこく聞くのか・・・？」";"クラ－ク「スシャ－ナは情報を流した奴を聞きだそうとしているが、あの男は口を割らないな。しかしスシャ－ナはくだらぬ話なんか信じて、なぜあんなにしつこく聞くのか・・・？」";"Clark: So she wants to know his source, but he won't tell. I wonder... Why would she care about a ""source""? It's as if she actually believes it.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/2050/48";"disk36/NO73/2050/48"
"disk36";"disk36";"disk36";"NO73";"2060";"2060";"49";"49";"ヴィンス「デビッドが魔王と言われたからでしょう。それも彼が夢の中で良く見るからそう言われだしたみたいですね。あの記者はきっと金が欲しいのですよ」";"ヴィンス「デビッドが魔王と言われたからでしょう。それも彼が夢の中で良く見るからそう言われだしたみたいですね。あの記者はきっと金が欲しいのですよ」";"Vince: It's gotta be because he mentioned the ""Devil King"". Also, apparently he mentioned stuff he only ever saw in his dreams. Here's what I think: this guy wants to make a lot of cash.";"same_disk";"matched_translated";"source_sequence_alignment";"exact_source_and_coordinates";"disk36/NO73/2060/49";"disk36/NO73/2060/49"
"disk36";"disk36";"disk36";"NO73";"2070";"2070";"50";"50";"クラ−ク「スシャ−ナが、バックからテ−プレコ−ダ−を出したぞ。そのテ−プを証拠品として訴えると言ってるぜ。相手はたじたじになっている」";"クラ－ク「スシャ－ナが、バックからテ－プレコ－ダ－を出したぞ。そのテ－プを証拠品として訴えると言ってるぜ。相手はたじたじになっている」";"Clark: She took out a tape recorder from her purse... Ah, so she's got evidence of their conversation. Hahah, look at his face!";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/2070/50";"disk36/NO73/2070/50"
"disk36";"disk36";"disk36";"NO73";"2080";"2080";"51";"51";"ヴィンス「所長、感心している時ではありませんよ。スシャ−ナが怒ってデビッドと出ていきますよ」";"ヴィンス「所長、感心している時ではありませんよ。スシャ－ナが怒ってデビッドと出ていきますよ」";"Vince: This isn't the time to be impressed, Chief. Susanna and David are leaving.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/2080/51";"disk36/NO73/2080/51"
"disk36";"disk36";"disk36";"NO73";"2090";"2090";"52";"52";"クラ−ク「今日のスシャ−ナの動きは、たいした事がなさそうだから、君がスシャ−ナを追ってくれ。俺はあの男が気になるから調べてみる」";"クラ－ク「今日のスシャ－ナの動きは、たいした事がなさそうだから、君がスシャ－ナを追ってくれ。俺はあの男が気になるから調べてみる」";"Clark: Keep tabs on her. I don't think she's gonna go anywhere special today, but you never know. I'm going to tail this Connors guy. Something smells off about him...";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/2090/52";"disk36/NO73/2090/52"
"disk36";"disk36";"disk36";"NO73";"2100";"2100";"53";"53";"ヴィンスはデビッド達の後を追って外に出た。クラ−クはゆっくり立ち上がると、勘定をすませて外に出て入口の近くでコ−ナ−が出てくるのを待っている。";"ヴィンスはデビッド達の後を追って外に出た。クラ－クはゆっくり立ち上がると、勘定をすませて外に出て入口の近くでコ－ナ－が出てくるのを待っている。";"Vince followed David and Susanna outside. Meanwhile, Clark stood up calmly, paid his bill, and went outside, waiting for Connors to leave the cafe.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk36/NO73/2100/53";"disk36/NO73/2100/53"
"disk36";"";"disk36";"NO73";"3000";"";"54";"";"NO74";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/3000/54";""
"disk36";"";"disk36";"NO73";"5105";"";"55";"";"▽";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/5105/55";""
"disk36";"";"disk36";"NO73";"5430";"";"56";"";"";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/5430/56";""
"disk36";"";"disk36";"NO73";"5435";"";"57";"";"8";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/5435/57";""
"disk36";"";"disk36";"NO73";"5436";"";"58";"";"2";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/5436/58";""
"disk36";"";"disk36";"NO73";"6100";"";"59";"";"ﾍﾞｯﾄ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/6100/59";""
"disk36";"";"disk36";"NO73";"6105";"";"60";"";"ﾍﾞｯﾄ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/6105/60";""
"disk36";"";"disk36";"NO73";"6110";"";"61";"";"ﾌﾛｵｽ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/6110/61";""
"disk36";"";"disk36";"NO73";"6120";"";"62";"";"Dﾍﾔ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/6120/62";""
"disk36";"";"disk36";"NO73";"6130";"";"63";"";"ｱﾘｽ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/6130/63";""
"disk36";"";"disk36";"NO73";"6140";"";"64";"";"ﾚｽﾄR";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/6140/64";""
"disk36";"";"disk36";"NO73";"6150";"";"65";"";"TEL";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/6150/65";""
"disk36";"";"disk36";"NO73";"6300";"";"66";"";"davL";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/6300/66";""
"disk36";"";"disk36";"NO73";"6310";"";"67";"";"linR";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/6310/67";""
"disk36";"";"disk36";"NO73";"6320";"";"68";"";"ｸﾗｰｸ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/6320/68";""
"disk36";"";"disk36";"NO73";"6330";"";"69";"";"ｳｲﾝｽ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/6330/69";""
"disk36";"";"disk36";"NO73";"9000";"";"70";"";"15:37";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/9000/70";""
"disk36";"";"disk36";"NO73";"9000";"";"71";"";"17:29";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/9000/71";""
"disk36";"";"disk36";"NO73";"9010";"";"72";"";"28:36";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/9010/72";""
"disk36";"";"disk36";"NO73";"9010";"";"73";"";"29:51";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/9010/73";""
"disk36";"";"disk36";"NO73";"9020";"";"74";"";"25:42";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/9020/74";""
"disk36";"";"disk36";"NO73";"9020";"";"75";"";"28:35";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/9020/75";""
"disk36";"";"disk36";"NO73";"9030";"";"76";"";"11:56";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/9030/76";""
"disk36";"";"disk36";"NO73";"9030";"";"77";"";"15:19";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/9030/77";""
"disk36";"";"disk36";"NO73";"9500";"";"78";"";"PDVT";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/9500/78";""
"disk36";"";"disk36";"NO73";"9510";"";"79";"";"Pﾄﾘ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/9510/79";""
"disk36";"";"disk36";"NO73";"9998";"";"80";"";"ャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/9998/80";""
"disk36";"";"disk36";"NO73";"9999";"";"81";"";"                                                                                ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/9999/81";""
"disk36";"disk36";"disk36";"NO73";"10000";"10000";"82";"82";"ＤＡＴＡをＳＡＶＥしますか？　Ｙ／Ｎ";"ＤＡＴＡをＳＡＶＥしますか？　Ｙ／Ｎ";"";"same_disk";"matched_empty";"source_sequence_alignment";"exact_source_and_coordinates";"disk36/NO73/10000/82";"disk36/NO73/10000/82"
"disk36";"";"disk36";"NO73";"10010";"";"83";"";"";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/10010/83";""
"disk36";"";"disk36";"NO73";"10015";"";"84";"";"N";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/10015/84";""
"disk36";"";"disk36";"NO73";"10015";"";"85";"";"n";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/10015/85";""
"disk36";"";"disk36";"NO73";"10020";"";"86";"";"Y";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/10020/86";""
"disk36";"";"disk36";"NO73";"10020";"";"87";"";"y";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk36/NO73/10020/87";""
