"token_index";"character";"unicode";"token_word";"token_hi";"token_lo";"initial_index";"medial_index";"final_index";"composition_payload"
"572";"속";"U+C18D";"0xAE8F";"0xAE";"0x8F";"9";"8";"1";"0x2501"
"573";"손";"U+C190";"0xAE92";"0xAE";"0x92";"9";"8";"4";"0x2504"
"574";"솔";"U+C194";"0xAE97";"0xAE";"0x97";"9";"8";"8";"0x2508"
"575";"솜";"U+C19C";"0xAEA1";"0xAE";"0xA1";"9";"8";"16";"0x2510"
"576";"솟";"U+C19F";"0xAEA5";"0xAE";"0xA5";"9";"8";"19";"0x2513"
"577";"송";"U+C1A1";"0xAEAB";"0xAE";"0xAB";"9";"8";"21";"0x2515"
"578";"쇄";"U+C1C4";"0xAECE";"0xAE";"0xCE";"9";"10";"0";"0x2540"
"579";"쇠";"U+C1E0";"0xAEF3";"0xAE";"0xF3";"9";"11";"0";"0x2560"
"580";"쇳";"U+C1F3";"0xAF49";"0xAF";"0x49";"9";"11";"19";"0x2573"
"581";"쇼";"U+C1FC";"0xAF52";"0xAF";"0x52";"9";"12";"0";"0x2580"
"582";"수";"U+C218";"0xAF6F";"0xAF";"0x6F";"9";"13";"0";"0x25A0"
"583";"숙";"U+C219";"0xAF70";"0xAF";"0x70";"9";"13";"1";"0x25A1"
"584";"순";"U+C21C";"0xAF73";"0xAF";"0x73";"9";"13";"4";"0x25A4"
"585";"술";"U+C220";"0xAF77";"0xAF";"0x77";"9";"13";"8";"0x25A8"
"586";"숨";"U+C228";"0xAF80";"0xAF";"0x80";"9";"13";"16";"0x25B0"
"587";"숫";"U+C22B";"0xAF83";"0xAF";"0x83";"9";"13";"19";"0x25B3"
"588";"쉬";"U+C26C";"0xAFD1";"0xAF";"0xD1";"9";"16";"0";"0x2600"
"589";"쉴";"U+C274";"0xAFD9";"0xAF";"0xD9";"9";"16";"8";"0x2608"
"590";"쉽";"U+C27D";"0xAFE9";"0xAF";"0xE9";"9";"16";"17";"0x2611"
"591";"쉿";"U+C27F";"0xAFEB";"0xAF";"0xEB";"9";"16";"19";"0x2613"
"592";"슈";"U+C288";"0xAFF6";"0xAF";"0xF6";"9";"17";"0";"0x2620"
"593";"스";"U+C2A4";"0xB055";"0xB0";"0x55";"9";"18";"0";"0x2640"
"594";"슨";"U+C2A8";"0xB059";"0xB0";"0x59";"9";"18";"4";"0x2644"
"595";"슬";"U+C2AC";"0xB05E";"0xB0";"0x5E";"9";"18";"8";"0x2648"
"596";"슴";"U+C2B4";"0xB066";"0xB0";"0x66";"9";"18";"16";"0x2650"
"597";"습";"U+C2B5";"0xB067";"0xB0";"0x67";"9";"18";"17";"0x2651"
"598";"슷";"U+C2B7";"0xB069";"0xB0";"0x69";"9";"18";"19";"0x2653"
"599";"승";"U+C2B9";"0xB06B";"0xB0";"0x6B";"9";"18";"21";"0x2655"
"600";"시";"U+C2DC";"0xB095";"0xB0";"0x95";"9";"20";"0";"0x2680"
"601";"식";"U+C2DD";"0xB096";"0xB0";"0x96";"9";"20";"1";"0x2681"
"602";"신";"U+C2E0";"0xB099";"0xB0";"0x99";"9";"20";"4";"0x2684"
"603";"실";"U+C2E4";"0xB09E";"0xB0";"0x9E";"9";"20";"8";"0x2688"
"604";"싫";"U+C2EB";"0xB0AB";"0xB0";"0xAB";"9";"20";"15";"0x268F"
"605";"심";"U+C2EC";"0xB0AC";"0xB0";"0xAC";"9";"20";"16";"0x2690"
"606";"십";"U+C2ED";"0xB0AD";"0xB0";"0xAD";"9";"20";"17";"0x2691"
"607";"싱";"U+C2F1";"0xB0B1";"0xB0";"0xB1";"9";"20";"21";"0x2695"
"608";"싶";"U+C2F6";"0xB0B6";"0xB0";"0xB6";"9";"20";"26";"0x269A"
"609";"싸";"U+C2F8";"0xB0B8";"0xB0";"0xB8";"10";"0";"0";"0x2800"
"610";"싹";"U+C2F9";"0xB0B9";"0xB0";"0xB9";"10";"0";"1";"0x2801"
"611";"싼";"U+C2FC";"0xB0BC";"0xB0";"0xBC";"10";"0";"4";"0x2804"
"612";"쌌";"U+C30C";"0xB0CC";"0xB0";"0xCC";"10";"0";"20";"0x2814"
"613";"쌍";"U+C30D";"0xB0CD";"0xB0";"0xCD";"10";"0";"21";"0x2815"
"614";"쌓";"U+C313";"0xB0D3";"0xB0";"0xD3";"10";"0";"27";"0x281B"
"615";"쌩";"U+C329";"0xB0F2";"0xB0";"0xF2";"10";"1";"21";"0x2835"
"616";"써";"U+C368";"0xB175";"0xB1";"0x75";"10";"4";"0";"0x2880"
"617";"썩";"U+C369";"0xB176";"0xB1";"0x76";"10";"4";"1";"0x2881"
"618";"썰";"U+C370";"0xB17D";"0xB1";"0x7D";"10";"4";"8";"0x2888"
"619";"썼";"U+C37C";"0xB18F";"0xB1";"0x8F";"10";"4";"20";"0x2894"
"620";"쎄";"U+C384";"0xB198";"0xB1";"0x98";"10";"5";"0";"0x28A0"
"621";"쏘";"U+C3D8";"0xB1FC";"0xB1";"0xFC";"10";"8";"0";"0x2900"
"622";"쏜";"U+C3DC";"0xB243";"0xB2";"0x43";"10";"8";"4";"0x2904"
"623";"쏟";"U+C3DF";"0xB246";"0xB2";"0x46";"10";"8";"7";"0x2907"
"624";"쏠";"U+C3E0";"0xB247";"0xB2";"0x47";"10";"8";"8";"0x2908"
"625";"쏴";"U+C3F4";"0xB25B";"0xB2";"0x5B";"10";"9";"0";"0x2920"
"626";"쐬";"U+C42C";"0xB29B";"0xB2";"0x9B";"10";"11";"0";"0x2960"
"627";"쑤";"U+C464";"0xB2DA";"0xB2";"0xDA";"10";"13";"0";"0x29A0"
"628";"쑥";"U+C465";"0xB2DB";"0xB2";"0xDB";"10";"13";"1";"0x29A1"
"629";"쓰";"U+C4F0";"0xB3C1";"0xB3";"0xC1";"10";"18";"0";"0x2A40"
"630";"쓴";"U+C4F4";"0xB3C5";"0xB3";"0xC5";"10";"18";"4";"0x2A44"
"631";"쓸";"U+C4F8";"0xB3C9";"0xB3";"0xC9";"10";"18";"8";"0x2A48"
"632";"씀";"U+C500";"0xB3D1";"0xB3";"0xD1";"10";"18";"16";"0x2A50"
"633";"씁";"U+C501";"0xB3D2";"0xB3";"0xD2";"10";"18";"17";"0x2A51"
"634";"씌";"U+C50C";"0xB3DE";"0xB3";"0xDE";"10";"19";"0";"0x2A60"
"635";"씨";"U+C528";"0xB445";"0xB4";"0x45";"10";"20";"0";"0x2A80"
"636";"씩";"U+C529";"0xB446";"0xB4";"0x46";"10";"20";"1";"0x2A81"
"637";"씬";"U+C52C";"0xB449";"0xB4";"0x49";"10";"20";"4";"0x2A84"
"638";"아";"U+C544";"0xB462";"0xB4";"0x62";"11";"0";"0";"0x2C00"
"639";"악";"U+C545";"0xB463";"0xB4";"0x63";"11";"0";"1";"0x2C01"
"640";"안";"U+C548";"0xB466";"0xB4";"0x66";"11";"0";"4";"0x2C04"
"641";"앉";"U+C549";"0xB467";"0xB4";"0x67";"11";"0";"5";"0x2C05"
"642";"않";"U+C54A";"0xB468";"0xB4";"0x68";"11";"0";"6";"0x2C06"
"643";"알";"U+C54C";"0xB46A";"0xB4";"0x6A";"11";"0";"8";"0x2C08"
"644";"앓";"U+C553";"0xB471";"0xB4";"0x71";"11";"0";"15";"0x2C0F"
"645";"암";"U+C554";"0xB472";"0xB4";"0x72";"11";"0";"16";"0x2C10"
"646";"압";"U+C555";"0xB473";"0xB4";"0x73";"11";"0";"17";"0x2C11"
"647";"앗";"U+C557";"0xB475";"0xB4";"0x75";"11";"0";"19";"0x2C13"
"648";"았";"U+C558";"0xB476";"0xB4";"0x76";"11";"0";"20";"0x2C14"
"649";"앙";"U+C559";"0xB477";"0xB4";"0x77";"11";"0";"21";"0x2C15"
"650";"앞";"U+C55E";"0xB47C";"0xB4";"0x7C";"11";"0";"26";"0x2C1A"
"651";"애";"U+C560";"0xB47E";"0xB4";"0x7E";"11";"1";"0";"0x2C20"
"652";"액";"U+C561";"0xB480";"0xB4";"0x80";"11";"1";"1";"0x2C21"
"653";"앤";"U+C564";"0xB483";"0xB4";"0x83";"11";"1";"4";"0x2C24"
"654";"앨";"U+C568";"0xB487";"0xB4";"0x87";"11";"1";"8";"0x2C28"
"655";"앰";"U+C570";"0xB495";"0xB4";"0x95";"11";"1";"16";"0x2C30"
"656";"앵";"U+C575";"0xB49A";"0xB4";"0x9A";"11";"1";"21";"0x2C35"
"657";"야";"U+C57C";"0xB4A3";"0xB4";"0xA3";"11";"2";"0";"0x2C40"
"658";"약";"U+C57D";"0xB4A5";"0xB4";"0xA5";"11";"2";"1";"0x2C41"
"659";"얀";"U+C580";"0xB4AC";"0xB4";"0xAC";"11";"2";"4";"0x2C44"
"660";"얌";"U+C58C";"0xB4B8";"0xB4";"0xB8";"11";"2";"16";"0x2C50"
"661";"양";"U+C591";"0xB4BD";"0xB4";"0xBD";"11";"2";"21";"0x2C55"
"662";"얕";"U+C595";"0xB4C1";"0xB4";"0xC1";"11";"2";"25";"0x2C59"
"663";"얗";"U+C597";"0xB4C3";"0xB4";"0xC3";"11";"2";"27";"0x2C5B"
"664";"얘";"U+C598";"0xB4C4";"0xB4";"0xC4";"11";"3";"0";"0x2C60"
"665";"어";"U+C5B4";"0xB4E7";"0xB4";"0xE7";"11";"4";"0";"0x2C80"
"666";"억";"U+C5B5";"0xB4E8";"0xB4";"0xE8";"11";"4";"1";"0x2C81"
"667";"언";"U+C5B8";"0xB4EB";"0xB4";"0xEB";"11";"4";"4";"0x2C84"
"668";"얹";"U+C5B9";"0xB4ED";"0xB4";"0xED";"11";"4";"5";"0x2C85"
"669";"얻";"U+C5BB";"0xB4EF";"0xB4";"0xEF";"11";"4";"7";"0x2C87"
"670";"얼";"U+C5BC";"0xB4F0";"0xB4";"0xF0";"11";"4";"8";"0x2C88"
"671";"얽";"U+C5BD";"0xB4F2";"0xB4";"0xF2";"11";"4";"9";"0x2C89"
"672";"엄";"U+C5C4";"0xB4F9";"0xB4";"0xF9";"11";"4";"16";"0x2C90"
"673";"업";"U+C5C5";"0xB4FA";"0xB4";"0xFA";"11";"4";"17";"0x2C91"
"674";"없";"U+C5C6";"0xB4FB";"0xB4";"0xFB";"11";"4";"18";"0x2C92"
"675";"엇";"U+C5C7";"0xB4FC";"0xB4";"0xFC";"11";"4";"19";"0x2C93"
"676";"었";"U+C5C8";"0xB540";"0xB5";"0x40";"11";"4";"20";"0x2C94"
"677";"엉";"U+C5C9";"0xB541";"0xB5";"0x41";"11";"4";"21";"0x2C95"
"678";"엊";"U+C5CA";"0xB542";"0xB5";"0x42";"11";"4";"22";"0x2C96"
"679";"엌";"U+C5CC";"0xB544";"0xB5";"0x44";"11";"4";"24";"0x2C98"
"680";"에";"U+C5D0";"0xB548";"0xB5";"0x48";"11";"5";"0";"0x2CA0"
"681";"엑";"U+C5D1";"0xB549";"0xB5";"0x49";"11";"5";"1";"0x2CA1"
"682";"엔";"U+C5D4";"0xB54C";"0xB5";"0x4C";"11";"5";"4";"0x2CA4"
"683";"엘";"U+C5D8";"0xB550";"0xB5";"0x50";"11";"5";"8";"0x2CA8"
"684";"엠";"U+C5E0";"0xB558";"0xB5";"0x58";"11";"5";"16";"0x2CB0"
"685";"엡";"U+C5E1";"0xB559";"0xB5";"0x59";"11";"5";"17";"0x2CB1"
"686";"엣";"U+C5E3";"0xB55B";"0xB5";"0x5B";"11";"5";"19";"0x2CB3"
"687";"여";"U+C5EC";"0xB565";"0xB5";"0x65";"11";"6";"0";"0x2CC0"
"688";"역";"U+C5ED";"0xB566";"0xB5";"0x66";"11";"6";"1";"0x2CC1"
"689";"엮";"U+C5EE";"0xB567";"0xB5";"0x67";"11";"6";"2";"0x2CC2"
"690";"연";"U+C5F0";"0xB569";"0xB5";"0x69";"11";"6";"4";"0x2CC4"
"691";"열";"U+C5F4";"0xB56D";"0xB5";"0x6D";"11";"6";"8";"0x2CC8"
"692";"염";"U+C5FC";"0xB575";"0xB5";"0x75";"11";"6";"16";"0x2CD0"
"693";"엾";"U+C5FE";"0xB577";"0xB5";"0x77";"11";"6";"18";"0x2CD2"
"694";"엿";"U+C5FF";"0xB578";"0xB5";"0x78";"11";"6";"19";"0x2CD3"
"695";"였";"U+C600";"0xB579";"0xB5";"0x79";"11";"6";"20";"0x2CD4"
"696";"영";"U+C601";"0xB57A";"0xB5";"0x7A";"11";"6";"21";"0x2CD5"
"697";"옅";"U+C605";"0xB57E";"0xB5";"0x7E";"11";"6";"25";"0x2CD9"
"698";"옆";"U+C606";"0xB580";"0xB5";"0x80";"11";"6";"26";"0x2CDA"
"699";"예";"U+C608";"0xB582";"0xB5";"0x82";"11";"7";"0";"0x2CE0"
"700";"옛";"U+C61B";"0xB59B";"0xB5";"0x9B";"11";"7";"19";"0x2CF3"
"701";"오";"U+C624";"0xB5AB";"0xB5";"0xAB";"11";"8";"0";"0x2D00"
"702";"옥";"U+C625";"0xB5AC";"0xB5";"0xAC";"11";"8";"1";"0x2D01"
"703";"온";"U+C628";"0xB5AF";"0xB5";"0xAF";"11";"8";"4";"0x2D04"
"704";"올";"U+C62C";"0xB5B3";"0xB5";"0xB3";"11";"8";"8";"0x2D08"
"705";"옮";"U+C62E";"0xB5B5";"0xB5";"0xB5";"11";"8";"10";"0x2D0A"
"706";"옵";"U+C635";"0xB5BC";"0xB5";"0xBC";"11";"8";"17";"0x2D11"
"707";"옷";"U+C637";"0xB5BE";"0xB5";"0xBE";"11";"8";"19";"0x2D13"
"708";"와";"U+C640";"0xB5C7";"0xB5";"0xC7";"11";"9";"0";"0x2D20"
"709";"왁";"U+C641";"0xB5C8";"0xB5";"0xC8";"11";"9";"1";"0x2D21"
"710";"완";"U+C644";"0xB5CB";"0xB5";"0xCB";"11";"9";"4";"0x2D24"
"711";"왓";"U+C653";"0xB5DA";"0xB5";"0xDA";"11";"9";"19";"0x2D33"
"712";"왔";"U+C654";"0xB5DB";"0xB5";"0xDB";"11";"9";"20";"0x2D34"
"713";"왕";"U+C655";"0xB5DC";"0xB5";"0xDC";"11";"9";"21";"0x2D35"
"714";"왜";"U+C65C";"0xB5EA";"0xB5";"0xEA";"11";"10";"0";"0x2D40"
"715";"왠";"U+C660";"0xB5EF";"0xB5";"0xEF";"11";"10";"4";"0x2D44"
"716";"외";"U+C678";"0xB64B";"0xB6";"0x4B";"11";"11";"0";"0x2D60"
"717";"왼";"U+C67C";"0xB64F";"0xB6";"0x4F";"11";"11";"4";"0x2D64"
"718";"요";"U+C694";"0xB668";"0xB6";"0x68";"11";"12";"0";"0x2D80"
"719";"욕";"U+C695";"0xB669";"0xB6";"0x69";"11";"12";"1";"0x2D81"
"720";"용";"U+C6A9";"0xB67D";"0xB6";"0x7D";"11";"12";"21";"0x2D95"
"721";"우";"U+C6B0";"0xB685";"0xB6";"0x85";"11";"13";"0";"0x2DA0"
"722";"욱";"U+C6B1";"0xB686";"0xB6";"0x86";"11";"13";"1";"0x2DA1"
"723";"운";"U+C6B4";"0xB68B";"0xB6";"0x8B";"11";"13";"4";"0x2DA4"
"724";"울";"U+C6B8";"0xB692";"0xB6";"0x92";"11";"13";"8";"0x2DA8"
"725";"움";"U+C6C0";"0xB69B";"0xB6";"0x9B";"11";"13";"16";"0x2DB0"
"726";"웃";"U+C6C3";"0xB6A0";"0xB6";"0xA0";"11";"13";"19";"0x2DB3"
"727";"웅";"U+C6C5";"0xB6A2";"0xB6";"0xA2";"11";"13";"21";"0x2DB5"
"728";"워";"U+C6CC";"0xB6AE";"0xB6";"0xAE";"11";"14";"0";"0x2DC0"
"729";"원";"U+C6D0";"0xB6B2";"0xB6";"0xB2";"11";"14";"4";"0x2DC4"
"730";"월";"U+C6D4";"0xB6B6";"0xB6";"0xB6";"11";"14";"8";"0x2DC8"
"731";"웠";"U+C6E0";"0xB6C2";"0xB6";"0xC2";"11";"14";"20";"0x2DD4"
"732";"웨";"U+C6E8";"0xB6CA";"0xB6";"0xCA";"11";"15";"0";"0x2DE0"
"733";"웬";"U+C6EC";"0xB6CE";"0xB6";"0xCE";"11";"15";"4";"0x2DE4"
"734";"웰";"U+C6F0";"0xB6D2";"0xB6";"0xD2";"11";"15";"8";"0x2DE8"
"735";"웸";"U+C6F8";"0xB6DA";"0xB6";"0xDA";"11";"15";"16";"0x2DF0"
"736";"위";"U+C704";"0xB6EE";"0xB6";"0xEE";"11";"16";"0";"0x2E00"
"737";"유";"U+C720";"0xB74E";"0xB7";"0x4E";"11";"17";"0";"0x2E20"
"738";"육";"U+C721";"0xB74F";"0xB7";"0x4F";"11";"17";"1";"0x2E21"
"739";"율";"U+C728";"0xB756";"0xB7";"0x56";"11";"17";"8";"0x2E28"
"740";"으";"U+C73C";"0xB76B";"0xB7";"0x6B";"11";"18";"0";"0x2E40"
"741";"윽";"U+C73D";"0xB76C";"0xB7";"0x6C";"11";"18";"1";"0x2E41"
"742";"은";"U+C740";"0xB76F";"0xB7";"0x6F";"11";"18";"4";"0x2E44"
"743";"을";"U+C744";"0xB773";"0xB7";"0x73";"11";"18";"8";"0x2E48"
"744";"읊";"U+C74A";"0xB779";"0xB7";"0x79";"11";"18";"14";"0x2E4E"
"745";"음";"U+C74C";"0xB77B";"0xB7";"0x7B";"11";"18";"16";"0x2E50"
"746";"응";"U+C751";"0xB781";"0xB7";"0x81";"11";"18";"21";"0x2E55"
"747";"의";"U+C758";"0xB788";"0xB7";"0x88";"11";"19";"0";"0x2E60"
"748";"이";"U+C774";"0xB7B1";"0xB7";"0xB1";"11";"20";"0";"0x2E80"
"749";"익";"U+C775";"0xB7B2";"0xB7";"0xB2";"11";"20";"1";"0x2E81"
"750";"인";"U+C778";"0xB7B5";"0xB7";"0xB5";"11";"20";"4";"0x2E84"
"751";"일";"U+C77C";"0xB7B9";"0xB7";"0xB9";"11";"20";"8";"0x2E88"
"752";"읽";"U+C77D";"0xB7BA";"0xB7";"0xBA";"11";"20";"9";"0x2E89"
"753";"잃";"U+C783";"0xB7C0";"0xB7";"0xC0";"11";"20";"15";"0x2E8F"
"754";"임";"U+C784";"0xB7C1";"0xB7";"0xC1";"11";"20";"16";"0x2E90"
"755";"입";"U+C785";"0xB7C2";"0xB7";"0xC2";"11";"20";"17";"0x2E91"
"756";"잇";"U+C787";"0xB7C4";"0xB7";"0xC4";"11";"20";"19";"0x2E93"
"757";"있";"U+C788";"0xB7C5";"0xB7";"0xC5";"11";"20";"20";"0x2E94"
"758";"잉";"U+C789";"0xB7C6";"0xB7";"0xC6";"11";"20";"21";"0x2E95"
"759";"잊";"U+C78A";"0xB7C7";"0xB7";"0xC7";"11";"20";"22";"0x2E96"
"760";"자";"U+C790";"0xB7CD";"0xB7";"0xCD";"12";"0";"0";"0x3000"
"761";"작";"U+C791";"0xB7CE";"0xB7";"0xCE";"12";"0";"1";"0x3001"
"762";"잔";"U+C794";"0xB7D1";"0xB7";"0xD1";"12";"0";"4";"0x3004"
"763";"잖";"U+C796";"0xB7D3";"0xB7";"0xD3";"12";"0";"6";"0x3006"
"764";"잘";"U+C798";"0xB7D5";"0xB7";"0xD5";"12";"0";"8";"0x3008"
"765";"잠";"U+C7A0";"0xB7DE";"0xB7";"0xDE";"12";"0";"16";"0x3010"
"766";"잡";"U+C7A1";"0xB7DF";"0xB7";"0xDF";"12";"0";"17";"0x3011"
"767";"잣";"U+C7A3";"0xB7E7";"0xB7";"0xE7";"12";"0";"19";"0x3013"
"768";"잤";"U+C7A4";"0xB7E8";"0xB7";"0xE8";"12";"0";"20";"0x3014"
"769";"장";"U+C7A5";"0xB7E9";"0xB7";"0xE9";"12";"0";"21";"0x3015"
"770";"재";"U+C7AC";"0xB7F2";"0xB7";"0xF2";"12";"1";"0";"0x3020"
"771";"잭";"U+C7AD";"0xB7F3";"0xB7";"0xF3";"12";"1";"1";"0x3021"
"772";"쟁";"U+C7C1";"0xB84A";"0xB8";"0x4A";"12";"1";"21";"0x3035"
"773";"저";"U+C800";"0xB890";"0xB8";"0x90";"12";"4";"0";"0x3080"
"774";"적";"U+C801";"0xB891";"0xB8";"0x91";"12";"4";"1";"0x3081"
"775";"전";"U+C804";"0xB895";"0xB8";"0x95";"12";"4";"4";"0x3084"
"776";"절";"U+C808";"0xB899";"0xB8";"0x99";"12";"4";"8";"0x3088"
"777";"젊";"U+C80A";"0xB89B";"0xB8";"0x9B";"12";"4";"10";"0x308A"
"778";"점";"U+C810";"0xB8A3";"0xB8";"0xA3";"12";"4";"16";"0x3090"
"779";"접";"U+C811";"0xB8A5";"0xB8";"0xA5";"12";"4";"17";"0x3091"
"780";"정";"U+C815";"0xB8AD";"0xB8";"0xAD";"12";"4";"21";"0x3095"
"781";"젖";"U+C816";"0xB8AE";"0xB8";"0xAE";"12";"4";"22";"0x3096"
"782";"제";"U+C81C";"0xB8B4";"0xB8";"0xB4";"12";"5";"0";"0x30A0"
"783";"젠";"U+C820";"0xB8B8";"0xB8";"0xB8";"12";"5";"4";"0x30A4"
"784";"젤";"U+C824";"0xB8BC";"0xB8";"0xBC";"12";"5";"8";"0x30A8"
"785";"젬";"U+C82C";"0xB8C4";"0xB8";"0xC4";"12";"5";"16";"0x30B0"
"786";"젯";"U+C82F";"0xB8C7";"0xB8";"0xC7";"12";"5";"19";"0x30B3"
"787";"져";"U+C838";"0xB8D0";"0xB8";"0xD0";"12";"6";"0";"0x30C0"
"788";"졌";"U+C84C";"0xB8EB";"0xB8";"0xEB";"12";"6";"20";"0x30D4"
"789";"졎";"U+C84E";"0xB8EE";"0xB8";"0xEE";"12";"6";"22";"0x30D6"
"790";"조";"U+C870";"0xB954";"0xB9";"0x54";"12";"8";"0";"0x3100"
"791";"족";"U+C871";"0xB955";"0xB9";"0x55";"12";"8";"1";"0x3101"
"792";"존";"U+C874";"0xB958";"0xB9";"0x58";"12";"8";"4";"0x3104"
"793";"졸";"U+C878";"0xB95D";"0xB9";"0x5D";"12";"8";"8";"0x3108"
"794";"좀";"U+C880";"0xB965";"0xB9";"0x65";"12";"8";"16";"0x3110"
"795";"좁";"U+C881";"0xB966";"0xB9";"0x66";"12";"8";"17";"0x3111"
"796";"종";"U+C885";"0xB96A";"0xB9";"0x6A";"12";"8";"21";"0x3115"
"797";"좋";"U+C88B";"0xB970";"0xB9";"0x70";"12";"8";"27";"0x311B"
"798";"좌";"U+C88C";"0xB971";"0xB9";"0x71";"12";"9";"0";"0x3120"
"799";"죄";"U+C8C4";"0xB9B7";"0xB9";"0xB7";"12";"11";"0";"0x3160"
"800";"죠";"U+C8E0";"0xB9D3";"0xB9";"0xD3";"12";"12";"0";"0x3180"
"801";"주";"U+C8FC";"0xB9F8";"0xB9";"0xF8";"12";"13";"0";"0x31A0"
"802";"죽";"U+C8FD";"0xB9F9";"0xB9";"0xF9";"12";"13";"1";"0x31A1"
"803";"준";"U+C900";"0xB9FC";"0xB9";"0xFC";"12";"13";"4";"0x31A4"
"804";"줄";"U+C904";"0xBA43";"0xBA";"0x43";"12";"13";"8";"0x31A8"
"805";"중";"U+C911";"0xBA50";"0xBA";"0x50";"12";"13";"21";"0x31B5"
"806";"줘";"U+C918";"0xBA57";"0xBA";"0x57";"12";"14";"0";"0x31C0"
"807";"줬";"U+C92C";"0xBA6C";"0xBA";"0x6C";"12";"14";"20";"0x31D4"
"808";"쥐";"U+C950";"0xBA97";"0xBA";"0x97";"12";"16";"0";"0x3200"
"809";"쥔";"U+C954";"0xBA9B";"0xBA";"0x9B";"12";"16";"4";"0x3204"
"810";"즈";"U+C988";"0xBAD6";"0xBA";"0xD6";"12";"18";"0";"0x3240"
"811";"즐";"U+C990";"0xBADF";"0xBA";"0xDF";"12";"18";"8";"0x3248"
"812";"즘";"U+C998";"0xBAEE";"0xBA";"0xEE";"12";"18";"16";"0x3250"
"813";"증";"U+C99D";"0xBAF4";"0xBA";"0xF4";"12";"18";"21";"0x3255"
"814";"지";"U+C9C0";"0xBB5A";"0xBB";"0x5A";"12";"20";"0";"0x3280"
"815";"직";"U+C9C1";"0xBB5B";"0xBB";"0x5B";"12";"20";"1";"0x3281"
"816";"진";"U+C9C4";"0xBB5F";"0xBB";"0x5F";"12";"20";"4";"0x3284"
"817";"질";"U+C9C8";"0xBB63";"0xBB";"0x63";"12";"20";"8";"0x3288"
"818";"짊";"U+C9CA";"0xBB65";"0xBB";"0x65";"12";"20";"10";"0x328A"
"819";"짐";"U+C9D0";"0xBB6B";"0xBB";"0x6B";"12";"20";"16";"0x3290"
"820";"집";"U+C9D1";"0xBB6C";"0xBB";"0x6C";"12";"20";"17";"0x3291"
"821";"짓";"U+C9D3";"0xBB6E";"0xBB";"0x6E";"12";"20";"19";"0x3293"
"822";"징";"U+C9D5";"0xBB70";"0xBB";"0x70";"12";"20";"21";"0x3295"
"823";"짖";"U+C9D6";"0xBB71";"0xBB";"0x71";"12";"20";"22";"0x3296"
"824";"짙";"U+C9D9";"0xBB74";"0xBB";"0x74";"12";"20";"25";"0x3299"
"825";"짚";"U+C9DA";"0xBB75";"0xBB";"0x75";"12";"20";"26";"0x329A"
"826";"짜";"U+C9DC";"0xBB77";"0xBB";"0x77";"13";"0";"0";"0x3400"
"827";"짝";"U+C9DD";"0xBB78";"0xBB";"0x78";"13";"0";"1";"0x3401"
"828";"짠";"U+C9E0";"0xBB7B";"0xBB";"0x7B";"13";"0";"4";"0x3404"
"829";"짧";"U+C9E7";"0xBB83";"0xBB";"0x83";"13";"0";"11";"0x340B"
"830";"째";"U+C9F8";"0xBB9A";"0xBB";"0x9A";"13";"1";"0";"0x3420"
"831";"쨌";"U+CA0C";"0xBBB5";"0xBB";"0xB5";"13";"1";"20";"0x3434"
"832";"쨍";"U+CA0D";"0xBBB6";"0xBB";"0xB6";"13";"1";"21";"0x3435"
"833";"쩌";"U+CA4C";"0xBC41";"0xBC";"0x41";"13";"4";"0";"0x3480"
"834";"쩍";"U+CA4D";"0xBC42";"0xBC";"0x42";"13";"4";"1";"0x3481"
"835";"쩐";"U+CA50";"0xBC45";"0xBC";"0x45";"13";"4";"4";"0x3484"
"836";"쩔";"U+CA54";"0xBC49";"0xBC";"0x49";"13";"4";"8";"0x3488"
"837";"쩡";"U+CA61";"0xBC56";"0xBC";"0x56";"13";"4";"21";"0x3495"
"838";"쪼";"U+CABC";"0xBCC0";"0xBC";"0xC0";"13";"8";"0";"0x3500"
"839";"쪽";"U+CABD";"0xBCC1";"0xBC";"0xC1";"13";"8";"1";"0x3501"
"840";"쫄";"U+CAC4";"0xBCC8";"0xBC";"0xC8";"13";"8";"8";"0x3508"
"841";"쫓";"U+CAD3";"0xBCD7";"0xBC";"0xD7";"13";"8";"23";"0x3517"
"842";"쭉";"U+CB49";"0xBDA3";"0xBD";"0xA3";"13";"13";"1";"0x35A1"
"843";"쭐";"U+CB50";"0xBDAF";"0xBD";"0xAF";"13";"13";"8";"0x35A8"
"844";"쭤";"U+CB64";"0xBDC3";"0xBD";"0xC3";"13";"14";"0";"0x35C0"
"845";"쯤";"U+CBE4";"0xBE97";"0xBE";"0x97";"13";"18";"16";"0x3650"
"846";"찌";"U+CC0C";"0xBEC6";"0xBE";"0xC6";"13";"20";"0";"0x3680"
"847";"찍";"U+CC0D";"0xBEC7";"0xBE";"0xC7";"13";"20";"1";"0x3681"
"848";"찔";"U+CC14";"0xBECE";"0xBE";"0xCE";"13";"20";"8";"0x3688"
"849";"찜";"U+CC1C";"0xBED6";"0xBE";"0xD6";"13";"20";"16";"0x3690"
"850";"찢";"U+CC22";"0xBEDC";"0xBE";"0xDC";"13";"20";"22";"0x3696"
"851";"차";"U+CC28";"0xBEE9";"0xBE";"0xE9";"14";"0";"0";"0x3800"
"852";"착";"U+CC29";"0xBEEA";"0xBE";"0xEA";"14";"0";"1";"0x3801"
"853";"찬";"U+CC2C";"0xBEEE";"0xBE";"0xEE";"14";"0";"4";"0x3804"
